,Edad,Ingreso Anual (€),Porcentaje Ahorro (%),Ahorro Actual (€),Gasto Mensual (€),Vida Esperada (años),Edad de Jubilación,Años Hasta Jubilación
3801,40,15000.0,22.03,66087.27,974.64,81.4,62,22
3802,24,27046.8,12.26,13258.39,1977.68,84.45,63,39
3803,22,18515.03,14.7,5445.15,1316.04,76.07,67,45
3804,50,33169.34,21.05,209497.42,2182.17,80.65,63,13
3805,43,22481.65,7.8,40333.95,1727.33,87.09,64,21
3806,26,20393.78,25.82,31591.25,1260.71,89.03,65,39
3807,38,20801.94,8.61,32242.06,1584.23,84.2,64,26
3808,42,45704.13,23.33,234601.76,2920.03,80.82,65,23
3809,57,34242.44,12.32,156075.32,2502.02,79.26,62,5
3810,24,15000.0,11.5,6899.56,1106.26,78.5,65,41
3811,63,17159.89,25.53,188391.54,1064.89,78.49,63,0
3812,31,23113.77,18.81,47812.09,1563.93,77.76,66,35
3813,61,15000.0,10.14,62345.28,1123.28,81.58,65,4
3814,55,27293.26,5.06,48371.29,2159.27,79.07,66,11
3815,31,15000.0,29.33,48387.69,883.43,84.76,63,32
3816,54,15254.05,15.78,81865.16,1070.52,83.8,64,10
3817,29,15507.08,14.94,20844.64,1099.25,87.49,66,37
3818,51,41335.37,6.26,80188.05,3229.05,84.83,66,15
3819,62,29869.63,27.36,343239.01,1808.11,86.19,67,5
3820,52,17583.29,8.51,47909.21,1340.51,77.91,63,11
3821,63,16627.96,13.39,95713.03,1200.17,84.45,65,2
3822,55,23917.67,15.53,129984.36,1683.65,83.25,61,6
3823,31,48913.8,25.25,135872.31,3046.81,75.0,67,36
3824,37,19371.0,13.99,46059.06,1388.47,81.72,63,26
3825,56,15000.0,18.29,98747.44,1021.42,76.97,67,11
3826,22,23959.66,15.72,7532.09,1682.8,75.0,65,43
3827,44,25249.31,12.8,77542.35,1834.86,80.45,67,23
3828,35,26491.87,28.66,113878.93,1575.0,78.83,63,28
3829,48,21613.25,24.92,150820.22,1352.23,78.23,64,16
3830,23,23582.22,9.36,6621.06,1781.27,75.0,63,40
3831,49,15000.0,18.87,82074.31,1014.15,90.0,64,15
3832,33,38005.39,24.91,123092.62,2378.06,75.77,67,34
3833,42,16951.94,19.49,72704.22,1137.27,80.32,65,23
3834,51,19362.73,17.34,104109.31,1333.7,85.41,64,13
3835,27,26813.31,6.8,12765.92,2082.47,86.89,64,37
3836,46,24488.59,7.65,48718.43,1884.57,76.49,65,19
3837,51,48443.41,11.13,167159.13,3587.6,80.91,66,15
3838,58,42393.68,17.83,287313.36,2902.73,84.77,64,6
3839,58,17211.75,29.68,194136.76,1008.57,83.49,63,5
3840,24,59224.13,25.06,59358.34,3698.71,83.9,65,41
3841,55,35407.13,7.75,96057.65,2721.89,76.03,64,9
3842,53,23506.34,22.93,177881.65,1509.67,77.87,67,14
3843,23,15812.44,25.26,11983.51,984.83,81.24,64,41
3844,39,21327.58,15.36,62228.55,1504.37,80.44,64,25
3845,29,15000.0,13.25,17892.48,1084.33,82.82,66,37
3846,39,28899.62,19.62,107706.63,1935.9,76.72,63,24
3847,39,15000.0,17.98,51239.69,1025.26,86.88,62,23
3848,46,28114.35,11.63,85014.65,2070.38,76.04,67,21
3849,33,17334.98,14.93,33655.48,1228.84,83.15,65,32
3850,42,23477.34,18.61,96125.76,1592.33,77.93,63,21
3851,28,16187.81,19.5,25250.53,1085.96,80.67,64,36
3852,44,15353.92,18.29,67411.36,1045.43,75.0,64,20
3853,46,31795.77,26.15,216201.66,1956.69,81.16,65,19
3854,61,16112.03,5.79,38272.31,1264.88,85.33,64,3
3855,61,15000.0,13.32,81946.24,1083.44,88.33,64,3
3856,23,15000.0,23.75,10685.63,953.18,81.51,66,43
3857,27,33774.38,21.29,50344.76,2215.19,75.91,62,35
3858,22,15000.0,27.96,8387.0,900.54,86.08,65,43
3859,53,22086.24,19.7,143586.47,1477.93,83.73,64,11
3860,32,66587.0,20.95,167429.85,4386.21,81.15,64,32
3861,32,15612.53,22.62,42385.54,1006.7,79.3,67,35
3862,30,15000.0,9.66,14482.52,1129.31,81.39,66,36
3863,61,37922.12,23.83,370527.57,2407.07,82.14,63,2
3864,47,15000.0,12.5,50613.83,1093.78,86.05,65,18
3865,38,37893.05,15.61,106489.16,2664.75,77.76,66,28
3866,24,18206.09,5.35,3896.22,1436.0,78.62,67,43
3867,60,34594.32,26.09,361014.58,2130.75,80.83,65,5
3868,43,27425.92,28.84,181904.72,1626.42,75.21,65,22
3869,41,29359.19,6.5,40104.73,2287.45,85.44,65,24
3870,56,17652.28,20.88,132688.72,1163.87,84.96,61,5
3871,50,18106.53,29.02,157632.53,1071.01,83.49,65,15
3872,41,16972.48,20.17,71899.33,1129.06,90.0,66,25
3873,43,42808.53,24.95,245644.7,2677.36,85.4,64,21
3874,41,22090.94,7.95,36895.75,1694.5,88.73,65,24
3875,28,58359.69,11.12,51922.59,4322.45,82.31,67,39
3876,59,24730.26,13.64,131587.61,1779.68,79.26,63,4
3877,33,20083.23,29.53,77095.35,1179.4,75.0,63,30
3878,60,19769.26,24.54,194090.28,1243.08,83.53,62,2
3879,42,15543.86,27.14,92814.65,943.75,84.71,65,23
3880,27,24640.43,17.18,29627.25,1700.66,86.65,66,39
3881,44,21073.6,22.92,115922.33,1353.63,79.49,64,20
3882,25,16201.64,23.29,18866.1,1035.7,85.33,62,37
3883,46,21384.68,19.22,106880.65,1439.49,75.51,63,17
3884,30,17150.41,26.95,46219.02,1044.04,82.45,67,37
3885,31,25424.9,8.96,25048.38,1928.98,84.75,65,34
3886,60,31493.83,6.44,81102.81,2455.52,85.22,67,7
3887,58,16095.13,12.6,77072.11,1172.24,86.1,66,8
3888,31,17527.32,7.21,13894.74,1355.35,84.68,64,33
3889,50,15000.0,6.51,29285.57,1168.65,82.56,65,15
3890,24,38830.09,15.48,24039.31,2735.02,88.2,65,41
3891,22,15000.0,10.01,3003.79,1124.84,81.74,66,44
3892,33,15847.64,24.75,50997.38,993.73,81.95,64,31
3893,59,31401.0,19.49,238738.61,2106.62,89.9,63,4
3894,37,16064.93,14.01,38275.01,1151.12,75.0,65,28
3895,43,15773.71,12.16,44128.99,1154.59,84.88,66,23
3896,30,30828.05,19.08,58815.16,2078.88,85.05,64,34
3897,33,15000.0,15.85,30907.6,1051.87,79.9,64,31
3898,62,22349.62,6.39,60013.63,1743.39,82.09,66,4
3899,59,16729.39,21.63,141122.57,1092.57,81.93,65,6
3900,62,16900.19,17.49,124173.36,1161.97,80.93,64,2
3901,49,37559.22,11.92,129861.83,2756.77,81.68,65,16
3902,36,21801.68,12.26,42767.48,1594.06,83.9,67,31
3903,23,15000.0,16.32,7343.83,1046.0,79.04,66,43
3904,56,15000.0,25.69,138724.98,928.88,81.98,63,7
3905,24,21369.56,15.58,13314.32,1503.41,75.25,63,39
3906,56,15000.0,25.99,140343.41,925.13,78.93,63,7
3907,36,40259.39,15.62,100626.45,2830.85,76.57,66,30
3908,61,15000.0,25.75,158349.15,928.15,82.78,65,4
3909,26,21891.57,28.29,37156.45,1308.24,76.8,67,41
3910,62,15000.0,5.51,34740.39,1181.07,75.04,62,0
3911,48,15000.0,6.56,27536.29,1168.05,75.05,62,14
3912,56,19834.75,8.35,59626.7,1514.87,76.84,65,9
3913,43,100000.0,8.05,185219.28,7662.25,87.16,63,20
3914,32,16630.54,16.36,32652.96,1159.12,89.68,65,33
3915,62,31110.21,24.1,314908.72,1967.7,80.31,66,4
3916,51,17210.94,29.03,154903.5,1017.84,75.0,64,13
3917,32,36622.64,15.44,67874.29,2580.54,80.5,67,35
3918,52,21039.44,22.21,149545.19,1363.85,88.93,66,14
3919,45,15000.0,20.89,78328.77,988.9,83.15,64,19
3920,49,19444.39,14.83,83622.17,1380.07,75.0,64,15
3921,39,15000.0,23.03,65630.05,962.15,90.0,66,27
3922,42,15000.0,19.8,65335.96,1002.52,80.21,64,22
3923,44,26655.21,24.0,153524.34,1688.2,79.33,63,19
3924,53,15877.76,9.84,51564.65,1192.93,87.86,65,12
3925,56,17718.21,14.01,89343.04,1269.7,83.38,62,6
3926,60,35218.58,21.78,306831.96,2295.65,88.45,67,7
3927,36,17141.06,8.12,22269.9,1312.43,81.31,63,27
3928,22,28456.59,24.26,13807.1,1796.09,81.63,64,42
3929,28,16351.77,8.34,10904.66,1249.06,79.62,63,35
3930,33,34831.94,13.11,59370.21,2522.08,82.77,65,32
3931,50,42394.6,10.94,139116.39,3146.45,81.8,62,12
3932,21,15000.0,6.52,978.7,1168.44,78.48,67,46
3933,32,15000.0,11.77,21179.56,1102.92,75.0,64,32
3934,27,19579.96,27.79,38085.84,1178.26,84.38,67,40
3935,34,15641.34,5.67,12423.13,1229.5,83.62,63,29
3936,62,33821.81,5.42,77002.24,2665.7,80.68,65,3
3937,55,24579.82,22.61,194483.76,1585.26,86.73,65,10
3938,48,15000.0,14.17,59521.34,1072.85,82.75,65,17
3939,32,44746.74,10.74,57688.54,3328.28,84.18,65,33
3940,60,44331.31,17.72,314252.33,3039.58,81.98,66,6
3941,44,15000.0,11.67,42000.8,1104.16,75.0,64,20
3942,21,16271.82,14.8,2408.3,1155.29,88.53,64,43
3943,37,33429.51,22.88,130046.81,2148.31,83.9,66,29
3944,58,35045.8,7.92,105509.48,2689.1,75.37,67,9
3945,48,44439.31,28.99,360740.23,2629.64,79.74,65,17
3946,53,75810.8,6.06,151686.92,5934.52,84.87,63,10
3947,44,27146.75,25.16,163945.3,1692.97,89.56,66,22
3948,26,41703.01,23.11,57837.35,2671.95,83.44,66,40
3949,41,83740.68,12.05,211945.17,6137.34,85.69,63,22
3950,24,21866.42,7.96,6960.58,1677.19,90.0,64,40
3951,53,15000.0,26.31,130231.4,921.13,90.0,62,9
3952,30,25020.52,21.99,55020.86,1626.54,83.32,62,32
3953,56,48855.14,12.27,215838.62,3571.63,85.29,66,10
3954,33,54534.59,5.42,38447.97,4298.09,77.11,64,31
3955,56,23701.24,28.46,242852.74,1412.94,81.74,63,7
3956,29,20281.04,15.11,27573.49,1434.78,84.03,63,34
3957,51,15000.0,9.41,43741.02,1132.42,79.9,62,11
3958,24,22923.44,27.8,25487.05,1379.31,75.37,67,43
3959,40,15000.0,13.98,41926.55,1075.31,81.8,64,24
3960,28,15000.0,16.58,19897.55,1042.73,75.0,63,35
3961,47,24787.92,22.47,150355.47,1601.6,89.55,67,20
3962,56,15000.0,25.49,137621.54,931.43,81.71,66,10
3963,29,26309.18,7.5,17769.22,2027.9,87.31,65,36
3964,63,35400.38,27.47,418104.88,2139.75,77.6,63,0
3965,44,15000.0,28.31,101928.57,896.08,79.48,64,20
3966,57,16407.46,11.48,69702.9,1210.3,84.94,66,9
3967,61,15000.0,17.43,107223.4,1032.07,89.46,65,4
3968,60,29638.23,26.45,313535.53,1816.65,82.93,64,4
3969,50,15000.0,17.18,77326.69,1035.2,77.87,62,12
3970,46,31250.45,17.05,138528.09,2160.2,86.37,67,21
3971,24,25461.02,20.46,20840.44,1687.58,76.64,67,43
3972,21,64823.32,24.19,15678.16,4095.43,88.51,66,45
3973,40,50818.84,21.64,219948.35,3318.45,87.31,65,25
3974,48,15000.0,20.66,86789.5,991.7,78.21,65,17
3975,44,54860.03,14.29,188171.44,3918.3,81.38,67,23
3976,48,16859.14,20.75,97960.27,1113.38,79.45,65,17
3977,48,15000.0,7.58,31843.65,1155.23,83.9,62,14
3978,25,17086.92,15.24,13019.34,1206.92,84.35,62,37
3979,52,19071.66,9.71,59252.02,1435.0,75.0,67,15
3980,50,64833.13,18.44,358641.22,4406.53,84.59,67,17
3981,41,15000.0,11.55,36386.06,1105.61,81.51,65,24
3982,62,55610.28,17.65,412200.92,3816.33,75.91,63,1
3983,36,33347.87,24.43,130366.85,2100.0,85.05,65,29
3984,28,23954.32,15.85,30373.73,1679.8,89.92,66,38
3985,32,16327.21,10.47,20510.02,1218.17,82.55,61,29
3986,52,21029.95,10.57,71162.27,1567.18,88.99,66,14
3987,45,33713.42,27.66,233097.63,2032.46,86.1,64,19
3988,23,35631.75,24.52,26213.51,2241.16,86.16,64,41
3989,46,15000.0,5.91,23065.84,1176.07,84.33,64,18
3990,56,32426.93,28.57,333494.97,1930.27,80.89,65,9
3991,37,16414.82,7.81,21805.49,1261.01,78.29,63,26
3992,47,20169.97,21.32,116125.83,1322.42,90.0,65,18
3993,42,42457.63,18.79,175488.7,2873.41,82.86,61,19
3994,58,32754.97,6.17,76757.74,2561.25,82.77,66,8
3995,55,15000.0,12.38,64991.49,1095.26,87.43,66,11
3996,27,23563.91,24.4,40241.11,1484.6,75.0,64,37
3997,23,27165.01,12.67,10327.05,1976.89,84.88,62,39
3998,26,23727.13,17.01,24213.5,1640.96,88.74,66,40
3999,33,15000.0,22.45,43775.09,969.39,88.61,64,31
4000,35,15000.0,6.79,15275.97,1165.13,84.87,67,32
4001,46,15000.0,25.82,100679.06,927.31,76.97,64,18
4002,53,16041.48,6.04,31971.39,1256.05,86.49,66,13
4003,35,23598.53,11.56,40918.74,1739.22,76.45,61,26
4004,59,16965.27,24.08,159302.26,1073.38,89.54,66,7
4005,61,16147.33,27.8,184026.64,971.57,85.91,65,4
4006,34,15000.0,24.01,50418.05,949.89,80.11,65,31
4007,39,15000.0,10.67,30423.7,1116.56,87.4,67,28
4008,48,15000.0,29.64,124501.0,879.46,81.23,67,19
4009,44,34229.14,15.33,125963.4,2415.06,82.5,67,23
4010,61,27325.19,14.41,161454.28,1948.94,85.61,65,4
4011,53,32597.0,26.63,286468.71,1993.01,81.74,65,12
4012,32,27749.42,6.66,22161.44,2158.55,80.89,63,31
4013,30,33228.14,18.9,62807.95,2245.61,78.87,63,33
4014,27,15000.0,29.14,30597.68,885.74,86.72,65,38
4015,21,42963.19,7.5,3223.64,3311.63,82.22,62,41
4016,35,37198.46,18.52,103344.16,2525.74,87.25,63,28
4017,21,18270.89,8.31,1518.57,1396.03,79.14,64,43
4018,40,35774.49,27.25,194967.02,2168.84,77.13,63,23
4019,22,40453.67,19.69,15933.66,2707.24,87.51,65,43
4020,23,21450.58,10.87,6991.87,1593.33,76.64,65,42
4021,56,28813.74,12.68,131488.27,2096.77,79.24,65,9
4022,36,16990.8,17.92,48704.54,1162.23,84.95,65,29
4023,49,42615.34,23.13,285896.69,2729.74,90.0,65,16
4024,64,17569.93,17.19,132871.47,1212.51,83.84,64,0
4025,56,25768.71,9.73,90277.93,1938.42,76.71,63,7
4026,64,21557.61,22.7,215348.51,1388.61,77.47,65,1
4027,59,16460.79,7.96,51095.05,1262.55,81.99,65,6
4028,23,15000.0,25.24,11355.83,934.56,85.21,63,40
4029,57,34306.33,14.89,189003.88,2433.18,77.27,66,9
4030,64,21639.49,21.32,202974.46,1418.87,77.53,67,3
4031,32,55042.67,13.62,89945.25,3962.27,81.7,65,33
4032,40,40471.78,21.73,175864.76,2639.88,85.55,62,22
4033,43,40183.44,27.23,251661.82,2436.8,75.55,64,21
4034,42,31783.43,22.54,157573.46,2051.75,75.0,62,20
4035,52,32116.33,21.79,223891.64,2093.31,81.52,64,12
4036,27,23818.44,23.94,39907.06,1509.79,90.0,63,36
4037,42,33264.89,17.51,128108.63,2286.81,79.68,65,23
4038,64,17606.84,10.51,81400.31,1313.07,87.9,64,0
4039,22,15000.0,25.39,7616.42,932.65,76.88,66,44
4040,34,31378.02,21.21,93182.9,2060.17,82.62,64,30
4041,36,31731.65,12.85,65217.53,2304.63,87.46,63,27
4042,44,15000.0,11.9,42828.32,1101.29,81.34,63,19
4043,27,28477.26,17.5,34881.11,1957.85,76.02,65,38
4044,24,28257.67,10.18,11509.51,2115.02,82.31,64,40
4045,57,37779.61,26.96,376802.88,2299.65,86.1,61,4
4046,61,20892.71,24.71,211703.21,1310.77,90.0,63,2
4047,25,15000.0,12.71,9530.91,1091.15,75.32,63,38
4048,22,17292.17,6.24,2156.36,1351.17,83.73,66,44
4049,25,17261.0,6.3,5434.37,1347.84,77.77,66,41
4050,23,20772.12,12.43,7744.67,1515.88,82.81,65,42
4051,62,23413.27,8.69,85431.01,1781.6,77.71,66,4
4052,28,19562.03,26.83,41993.13,1192.74,78.66,67,39
4053,46,26850.31,15.52,108343.38,1890.27,90.0,62,16
4054,30,15000.0,13.7,20550.99,1078.74,82.33,64,34
4055,54,26368.37,10.45,93664.2,1967.79,75.55,62,8
4056,56,15071.0,26.03,141227.45,929.0,81.16,64,8
4057,32,19916.05,24.81,59298.08,1247.88,85.3,65,33
4058,40,15000.0,14.61,43824.49,1067.4,83.06,65,25
4059,49,35307.53,9.23,94548.07,2670.6,84.33,62,13
4060,34,18900.42,28.8,76205.7,1121.43,90.0,66,32
4061,25,26092.42,12.9,16825.05,1893.95,86.87,66,41
4062,47,15000.0,24.28,98323.04,946.53,88.99,62,15
4063,24,16649.05,16.58,11039.15,1157.44,83.94,65,41
4064,49,15000.0,24.54,106754.0,943.24,86.38,67,18
4065,23,23846.72,17.04,12190.61,1648.6,78.55,62,39
4066,53,29367.08,28.14,272698.8,1758.62,85.73,63,10
4067,50,15000.0,25.01,112547.63,937.37,89.8,66,16
4068,56,23622.63,11.51,97859.13,1742.03,83.1,64,8
4069,29,19488.02,15.76,27640.83,1368.07,79.91,67,38
4070,21,24271.56,7.51,1823.95,1870.63,88.67,65,44
4071,43,15000.0,27.59,95174.4,905.17,78.05,64,21
4072,23,27792.19,6.73,5613.25,2160.09,90.0,64,41
4073,52,19159.94,5.46,33451.97,1509.55,83.68,63,11
4074,44,20553.56,17.41,85885.08,1414.58,75.0,65,21
4075,26,70987.88,20.08,85518.65,4727.9,84.25,65,39
4076,33,15000.0,10.58,20631.7,1117.75,89.07,64,31
4077,35,28857.49,19.26,83385.43,1941.54,87.63,67,32
4078,50,27381.49,27.39,224985.89,1656.83,82.18,66,16
4079,32,30190.13,20.65,74821.57,1996.25,82.76,63,31
4080,60,29520.83,16.39,193580.11,2056.78,87.62,67,7
4081,55,24261.23,8.61,73117.38,1847.68,75.0,66,11
4082,48,27016.22,9.22,69771.87,2043.7,79.23,67,19
4083,24,84363.56,17.11,57734.6,5827.49,78.48,62,38
4084,27,20208.14,16.58,23450.79,1404.84,86.23,61,34
4085,63,20103.68,18.06,156118.72,1372.75,77.62,64,1
4086,36,15000.0,17.7,42473.43,1028.78,78.48,64,28
4087,42,15000.0,13.53,44655.51,1080.85,79.75,67,25
4088,61,24631.86,22.4,226184.54,1592.93,77.88,63,2
4089,45,26489.14,10.31,68244.49,1979.95,87.35,61,16
4090,23,20819.66,26.31,16431.84,1278.53,79.67,65,42
4091,42,30522.58,9.86,66208.92,2292.76,84.74,63,21
4092,51,18026.06,15.4,86040.69,1270.88,79.39,61,10
4093,57,76315.4,10.27,289950.98,5706.57,81.96,61,4
4094,42,23773.88,20.46,107017.89,1575.79,81.07,62,20
4095,47,30851.57,16.94,141116.78,2135.42,75.0,64,17
4096,22,23879.26,14.36,6857.1,1704.23,76.11,67,45
4097,42,16299.1,16.88,60522.39,1129.01,75.8,66,24
4098,37,17092.9,15.53,45129.91,1203.18,87.46,65,28
4099,40,15000.0,26.38,79137.41,920.26,88.44,64,24
4100,44,15000.0,8.11,29183.98,1148.67,79.54,64,20
4101,51,35415.39,24.83,272597.77,2218.49,84.24,67,16
4102,63,16242.36,21.38,149345.12,1064.1,78.51,66,3
4103,28,21330.24,13.71,23391.62,1533.86,83.43,63,35
4104,25,47400.07,27.98,66306.89,2844.89,80.23,67,42
4105,22,39516.23,9.42,7447.74,2982.7,79.43,66,44
4106,24,23741.25,12.76,12114.88,1726.04,85.01,61,37
4107,55,19824.29,14.37,99713.37,1414.61,83.61,65,10
4108,54,20400.16,21.19,147009.0,1339.7,78.25,65,11
4109,23,66253.92,28.66,56965.68,3938.78,90.0,62,39
4110,40,24009.27,19.84,95250.53,1603.9,90.0,64,24
4111,29,98317.12,26.41,233669.18,6029.49,82.59,65,36
4112,26,15000.0,27.62,24861.9,904.7,85.03,66,40
4113,25,22549.66,16.66,18785.67,1566.04,90.0,67,42
4114,61,39453.73,16.81,271932.84,2735.1,85.02,62,1
4115,58,37799.44,11.25,161591.79,2795.59,75.21,65,7
4116,55,30206.04,20.04,211861.63,2012.74,82.22,67,12
4117,51,16233.68,8.0,40263.04,1244.57,80.27,66,15
4118,33,15000.0,20.86,40673.53,989.27,79.79,65,32
4119,46,20142.64,27.32,143089.92,1219.93,84.22,63,17
4120,42,37109.49,24.02,196098.48,2349.66,79.59,66,24
4121,52,51534.74,21.23,350101.59,3382.84,86.17,65,13
4122,35,23281.7,25.96,90659.31,1436.48,78.87,62,27
4123,31,20971.95,23.25,53625.09,1341.41,76.51,67,36
4124,36,24450.06,18.24,71361.13,1665.83,88.34,67,31
4125,26,24589.29,18.03,26595.69,1679.72,80.64,65,39
4126,31,39867.38,7.68,33658.38,3067.29,85.99,66,35
4127,30,18321.28,15.86,29058.23,1284.62,77.29,65,35
4128,36,20761.59,18.06,59996.8,1417.65,81.09,64,28
4129,32,27750.36,16.75,55771.32,1925.23,85.26,64,32
4130,27,16056.74,24.4,27425.31,1011.57,78.13,67,40
4131,59,15000.0,9.02,52790.7,1137.2,84.3,64,5
4132,47,44435.26,24.87,298408.02,2781.93,87.97,64,17
4133,44,21763.94,23.54,122965.77,1386.7,83.78,63,19
4134,35,34383.33,27.52,141937.27,2076.74,79.31,63,28
4135,26,31105.47,14.34,26756.38,2220.51,78.9,64,38
4136,39,15000.0,9.41,26828.72,1132.33,78.21,67,28
4137,28,15894.86,23.97,30474.53,1007.13,77.6,64,36
4138,56,22740.37,19.71,161362.9,1521.51,86.14,65,9
4139,33,19530.01,22.81,57918.21,1256.23,77.34,65,32
4140,53,24894.38,29.92,245784.94,1453.86,80.53,65,12
4141,52,24168.35,9.86,76282.98,1815.38,82.88,66,14
4142,48,32624.02,15.28,139544.73,2303.36,80.14,67,19
4143,60,21550.92,9.82,84629.78,1619.6,78.57,63,3
4144,30,22804.75,26.52,60468.13,1396.5,87.97,67,37
4145,53,15000.0,5.42,26851.4,1182.19,78.94,65,12
4146,21,16308.42,8.38,1366.74,1245.14,82.89,67,46
4147,41,16717.2,11.2,39307.47,1237.12,79.41,67,26
4148,25,17640.96,24.28,21418.85,1113.1,79.12,64,39
4149,21,18296.64,20.71,3789.48,1208.93,75.35,65,44
4150,41,29732.17,14.72,91878.8,2113.08,82.08,67,26
4151,45,53425.14,8.97,119772.59,4052.85,75.52,64,19
4152,40,15000.0,13.04,39120.65,1087.0,83.45,61,21
4153,29,19927.82,23.59,42300.7,1268.98,80.53,64,35
4154,36,15000.0,14.55,34917.1,1068.14,77.21,64,28
4155,48,15000.0,16.56,69572.51,1042.94,76.32,66,18
4156,60,16917.11,20.22,136796.14,1124.77,75.0,64,4
4157,56,15000.0,27.82,150239.82,902.22,85.27,67,11
4158,59,24743.02,11.25,108585.42,1829.9,81.73,65,6
4159,44,20306.41,16.2,78950.89,1418.07,82.79,65,21
4160,36,18972.94,12.76,38729.19,1379.36,84.48,66,30
4161,34,25691.74,16.65,59904.26,1784.41,89.91,62,28
4162,54,15000.0,22.41,114298.85,969.86,77.21,61,7
4163,44,15000.0,17.05,61385.77,1036.85,78.9,62,18
4164,31,26305.74,25.86,74839.16,1625.18,84.64,61,30
4165,56,15000.0,18.83,101689.84,1014.61,85.68,65,9
4166,21,15000.0,14.64,2196.62,1066.95,82.31,63,42
4167,32,49079.02,24.56,144634.06,3085.51,75.0,67,35
4168,41,26136.31,15.78,86627.52,1834.27,75.0,67,26
4169,29,36608.91,17.89,58940.11,2505.0,81.61,64,35
4170,59,15326.41,29.87,178522.52,895.74,87.42,63,4
4171,23,15000.0,24.66,11097.36,941.74,89.18,64,41
4172,36,25434.74,26.38,107349.07,1560.45,75.0,66,30
4173,24,15000.0,19.82,11892.77,1002.23,84.33,65,41
4174,46,36667.06,13.71,130659.64,2636.81,84.22,61,15
4175,33,24816.47,29.78,96080.09,1452.14,79.34,61,28
4176,40,24283.49,11.1,53911.8,1798.99,82.7,62,22
4177,39,24416.56,26.82,124423.86,1488.99,80.79,64,25
4178,47,60893.38,27.78,456778.52,3664.64,76.27,65,18
4179,22,30560.03,25.44,15548.25,1898.83,78.88,66,44
4180,30,19904.7,7.85,15629.37,1528.48,90.0,62,32
4181,45,23584.67,26.35,155380.7,1447.45,83.45,63,18
4182,39,15000.0,21.59,61544.18,980.07,75.94,67,28
4183,35,16947.98,22.02,55980.71,1101.33,76.38,67,32
4184,59,41180.22,24.66,396099.47,2585.32,89.79,65,6
4185,44,22499.54,17.26,93220.63,1551.28,79.55,66,22
4186,36,32253.0,11.68,60268.89,2373.85,80.13,64,28
4187,37,15000.0,19.37,49401.93,1007.83,85.96,67,30
4188,36,33632.19,7.72,41525.73,2586.4,80.3,67,31
4189,38,19952.56,21.87,78545.71,1299.08,79.34,66,28
4190,24,24677.8,17.07,16853.48,1705.37,83.11,61,37
4191,22,22702.71,17.56,7972.41,1559.71,78.46,65,43
4192,51,24126.46,9.65,72141.05,1816.61,79.66,61,10
4193,22,20855.46,6.03,2516.03,1633.12,89.97,65,43
4194,22,41861.44,20.28,16980.46,2780.93,77.88,63,41
4195,35,15000.0,21.47,48309.24,981.62,80.75,65,30
4196,63,28759.78,17.46,215889.25,1978.26,90.0,62,0
4197,49,15769.03,24.14,110407.66,996.82,75.0,66,17
4198,54,15000.0,19.09,97373.82,1011.34,90.0,66,12
4199,60,64158.72,26.2,672509.17,3945.5,84.63,61,1
4200,52,15000.0,12.2,58574.23,1097.46,84.33,66,14
4201,41,15000.0,11.08,34894.78,1111.53,84.26,63,22
4202,50,35522.97,11.53,122859.4,2618.97,79.85,62,12
4203,44,17211.58,5.76,23805.52,1351.64,76.98,65,21
4204,64,41660.23,27.52,504374.78,2516.43,81.87,65,1
4205,34,15000.0,29.98,62957.29,875.25,81.44,62,28
4206,48,55650.95,25.41,395993.12,3459.03,83.13,64,16
4207,34,35302.78,15.31,75692.21,2491.35,80.48,64,30
4208,64,19850.69,13.85,120955.61,1425.14,86.2,67,3
4209,54,15000.0,24.37,124272.03,945.41,86.09,63,9
4210,34,15000.0,17.75,37272.12,1028.14,75.0,63,29
4211,45,15589.35,28.49,111021.27,929.04,75.0,65,20
4212,32,31470.52,11.99,45277.86,2308.11,78.11,66,34
4213,61,15000.0,13.1,80537.02,1086.31,75.34,61,0
4214,60,15000.0,29.97,179823.74,875.37,87.33,62,2
4215,40,24684.71,29.45,145414.54,1451.17,78.77,64,24
4216,62,36248.3,27.13,413031.7,2201.18,84.6,65,3
4217,27,66074.15,15.12,69913.07,4673.88,81.32,62,35
4218,35,15000.0,25.94,58365.72,925.75,86.54,64,29
4219,29,15000.0,12.08,16314.52,1098.94,79.82,62,33
4220,24,15000.0,11.37,6821.32,1107.89,75.0,65,41
4221,51,15000.0,18.66,86773.38,1016.74,78.53,64,13
4222,43,15000.0,26.51,91447.67,918.67,75.0,66,23
4223,26,15000.0,7.44,6693.15,1157.04,75.0,65,39
4224,48,16867.16,19.13,90359.74,1136.67,83.7,65,17
4225,32,29610.7,20.24,71930.75,1968.04,82.97,65,33
4226,42,28445.56,19.49,121999.83,1908.34,79.14,65,23
4227,44,17036.47,10.46,42778.29,1271.17,81.14,61,17
4228,54,22194.79,6.6,49829.47,1727.43,75.0,66,12
4229,39,15000.0,27.37,78018.17,907.82,85.38,67,28
4230,44,16601.54,19.36,77148.57,1115.58,80.97,65,21
4231,40,15000.0,24.2,72592.83,947.53,84.64,62,22
4232,54,15215.79,14.11,73001.04,1089.06,84.35,65,11
4233,47,55705.93,6.06,91184.5,4360.73,83.42,64,17
4234,64,23686.5,11.49,119740.45,1747.09,77.26,62,0
4235,49,16364.66,6.83,32433.13,1270.52,83.39,67,18
4236,21,27971.05,6.96,1945.68,2168.78,84.19,66,45
